PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31540596","SBRT for Localized Prostate Cancer: Is it Ready for Take-Off?","Mitin T, Henry A, Choudhury A, Chen RC, Pinkawa M, Spratt DE.","Int J Radiat Oncol Biol Phys. 2019 Nov 1;105(3):618-620. doi: 10.1016/j.ijrobp.2019.07.008.","Mitin T","Int J Radiat Oncol Biol Phys","2019","2019/09/22","","","10.1016/j.ijrobp.2019.07.008"
"32167081","The Queensland mental health court: a unique model","Coghlan S, Harden S.","BJPsych Int. 2019 Nov;16(4):86-89. doi: 10.1192/bji.2019.11.","Coghlan S","BJPsych Int","2019","2020/03/14","PMC7054329","","10.1192/bji.2019.11"
"32081219","Validation of Dipole Density Mapping During Atrial Fibrillation and Sinus Rhythm in Human Left Atrium","Shi R, Parikh P, Chen Z, Angel N, Norman M, Hussain W, Butcher C, Haldar S, Jones DG, Riad O, Markides V, Wong T.","JACC Clin Electrophysiol. 2020 Feb;6(2):171-181. doi: 10.1016/j.jacep.2019.09.012. Epub 2019 Nov 27.","Shi R","JACC Clin Electrophysiol","2020","2020/02/22","","","10.1016/j.jacep.2019.09.012"
"31931918","The impact of bacille Calmette-Guérin vaccination on tuberculin skin test results in young children","Sudbury E, Villanueva P, Goetzinger F, Tebruegge M, Curtis N.","Int J Tuberc Lung Dis. 2019 Dec 1;23(12):1335-1336. doi: 10.5588/ijtld.19.0361.","Sudbury E","Int J Tuberc Lung Dis","2019","2020/01/15","","","10.5588/ijtld.19.0361"
"31921935","Robotics in Cleft Surgery: Origins, Current Status and Future Directions","Al Omran Y, Abdall-Razak A, Ghassemi N, Alomran S, Yang D, Ghanem AM.","Robot Surg. 2019 Dec 24;6:41-46. doi: 10.2147/RSRR.S222675. eCollection 2019.","Al Omran Y","Robot Surg","2019","2020/01/11","PMC6935310","","10.2147/RSRR.S222675"
"31892660","Identifying patient concerns during consultations in tertiary burns services: development of the Adult Burns Patient Concerns Inventory","Gibson JAG, Yarrow J, Brown L, Evans J, Rogers SN, Spencer S, Shokrollahi K.","BMJ Open. 2019 Dec 30;9(12):e032785. doi: 10.1136/bmjopen-2019-032785.","Gibson JAG","BMJ Open","2019","2020/01/02","PMC6955499","","10.1136/bmjopen-2019-032785"
"31892126","How Good Is our Place-Implementation of the Place Standard Tool in North Macedonia","Gjorgjev D, Dimovska M, Morris G, Howie J, Borota Popovska M, Topuzovska Latkovikj M.","Int J Environ Res Public Health. 2019 Dec 27;17(1):194. doi: 10.3390/ijerph17010194.","Gjorgjev D","Int J Environ Res Public Health","2019","2020/01/02","PMC6981766","","10.3390/ijerph17010194"
"31872153","Effects of dietary nitrate and folate supplementation on blood pressure in hypertensive Tanzanians: Design and baseline characteristics of a feasibility trial","Kandhari N, Prabhakar M, Mmbaga BT, Rogathi J, Temu G, Gray WK, Paddick SM, Walker R, Siervo M.","Contemp Clin Trials Commun. 2019 Oct 15;16:100472. doi: 10.1016/j.conctc.2019.100472. eCollection 2019 Dec.","Kandhari N","Contemp Clin Trials Commun","2019","2019/12/25","PMC6915790","","10.1016/j.conctc.2019.100472"
"31869370","Lead-I ECG for detecting atrial fibrillation in patients attending primary care with an irregular pulse using single-time point testing: A systematic review and economic evaluation","Duarte R, Stainthorpe A, Mahon J, Greenhalgh J, Richardson M, Nevitt S, Kotas E, Boland A, Thom H, Marshall T, Hall M, Takwoingi Y.","PLoS One. 2019 Dec 23;14(12):e0226671. doi: 10.1371/journal.pone.0226671. eCollection 2019.","Duarte R","PLoS One","2019","2019/12/24","PMC6927656","","10.1371/journal.pone.0226671"
"31866101","Cognitive resilience following paediatric stroke: Biological and environmental predictors","Anderson V, Darling S, Mackay M, Monagle P, Greenham M, Cooper A, Hunt RW, Hearps S, Gordon AL.","Eur J Paediatr Neurol. 2020 Mar;25:52-58. doi: 10.1016/j.ejpn.2019.11.011. Epub 2019 Nov 27.","Anderson V","Eur J Paediatr Neurol","2020","2019/12/24","","","10.1016/j.ejpn.2019.11.011"
"31848103","Risk-based breast cancer screening strategies in women","Harkness EF, Astley SM, Evans DG.","Best Pract Res Clin Obstet Gynaecol. 2020 May;65:3-17. doi: 10.1016/j.bpobgyn.2019.11.005. Epub 2019 Nov 18.","Harkness EF","Best Pract Res Clin Obstet Gynaecol","2020","2019/12/19","","","10.1016/j.bpobgyn.2019.11.005"
"31847874","Barriers to recruiting and retaining psychosis carers: a case study on the lessons learned from the Caring for Caregivers (C4C) trial","Hazell CM, Jones CJ, Pandey A, Smith HE.","BMC Res Notes. 2019 Dec 17;12(1):810. doi: 10.1186/s13104-019-4832-9.","Hazell CM","BMC Res Notes","2019","2019/12/19","PMC6918613","","10.1186/s13104-019-4832-9"
"31845899","Efficient Reuse of Natural Language Processing Models for Phenotype-Mention Identification in Free-text Electronic Medical Records: A Phenotype Embedding Approach","Wu H, Hodgson K, Dyson S, Morley KI, Ibrahim ZM, Iqbal E, Stewart R, Dobson RJ, Sudlow C.","JMIR Med Inform. 2019 Dec 17;7(4):e14782. doi: 10.2196/14782.","Wu H","JMIR Med Inform","2019","2019/12/18","PMC6938594","","10.2196/14782"
"31844144","Distinct genetic changes reveal evolutionary history and heterogeneous molecular grade of DLBCL with MYC/BCL2 double-hit","Cucco F, Barrans S, Sha C, Clipson A, Crouch S, Dobson R, Chen Z, Thompson JS, Care MA, Cummin T, Caddy J, Liu H, Robinson A, Schuh A, Fitzgibbon J, Painter D, Smith A, Roman E, Tooze R, Burton C, Davies AJ, Westhead DR, Johnson PWM, Du MQ.","Leukemia. 2020 May;34(5):1329-1341. doi: 10.1038/s41375-019-0691-6. Epub 2019 Dec 16.","Cucco F","Leukemia","2020","2019/12/18","PMC7192846","","10.1038/s41375-019-0691-6"
"31843241","Expert Consensus on the Management of Adverse Events During Treatment with Lenvatinib for Thyroid Cancer","Reed N, Glen H, Gerrard G, Good J, Lei M, Lyon AR, Strachan M, Wadsley J, Newbold K.","Clin Oncol (R Coll Radiol). 2020 May;32(5):e145-e153. doi: 10.1016/j.clon.2019.11.010. Epub 2019 Dec 13.","Reed N","Clin Oncol (R Coll Radiol)","2020","2019/12/18","","","10.1016/j.clon.2019.11.010"
"31836001","Rapid evaluation for health and social care innovations: challenges for ""quick wins"" using interrupted time series","McCarthy A, McMeekin P, Haining S, Bainbridge L, Laing C, Gray J.","BMC Health Serv Res. 2019 Dec 13;19(1):964. doi: 10.1186/s12913-019-4821-7.","McCarthy A","BMC Health Serv Res","2019","2019/12/15","PMC6911271","","10.1186/s12913-019-4821-7"
"31829142","Mapping the prevalence and nature of drug related problems among hospitalised children in the United Kingdom: a systematic review","Sutherland A, Phipps DL, Tomlin S, Ashcroft DM.","BMC Pediatr. 2019 Dec 11;19(1):486. doi: 10.1186/s12887-019-1875-y.","Sutherland A","BMC Pediatr","2019","2019/12/13","PMC6905106","","10.1186/s12887-019-1875-y"
"31813086","Matching-Adjusted Indirect Comparison of the Efficacy of Apalutamide and Enzalutamide with ADT in the Treatment of Non-Metastatic Castration-Resistant Prostate Cancer","Chowdhury S, Oudard S, Uemura H, Joniau S, Pilon D, Ladouceur M, Behl AS, Liu J, Dearden L, Sermon J, Van Sanden S, Diels J, Hadaschik BA.","Adv Ther. 2020 Jan;37(1):501-511. doi: 10.1007/s12325-019-01156-5. Epub 2019 Dec 7.","Chowdhury S","Adv Ther","2020","2019/12/09","PMC6979453","","10.1007/s12325-019-01156-5"
"31810788","The Uptake of New Knee Replacement Implants in the UK: Analysis of the National Joint Registry for England and Wales","Penfold CM, Blom AW, Wilkinson JM, Judge A, Whitehouse MR.","J Arthroplasty. 2020 Mar;35(3):699-705.e3. doi: 10.1016/j.arth.2019.10.045. Epub 2019 Nov 9.","Penfold CM","J Arthroplasty","2020","2019/12/08","","","10.1016/j.arth.2019.10.045"
"31808248","Lifestyle information and commercial weight management groups to support maternal postnatal weight management and positive lifestyle behaviour: the SWAN feasibility randomised controlled trial","Bick D, Taylor C, Bhavnani V, Healey A, Seed P, Roberts S, Zasada M, Avery A, Craig V, Khazaezadah N, McMullen S, O'Connor S, Oki B, Ntim EO, Poston L, Ussher M.","BJOG. 2020 Apr;127(5):636-645. doi: 10.1111/1471-0528.16043. Epub 2019 Dec 29.","Bick D","BJOG","2020","2019/12/07","","","10.1111/1471-0528.16043"
"31806413","Continuous positive airway pressure versus standard care for the treatment of people with mild obstructive sleep apnoea (MERGE): a multicentre, randomised controlled trial","Wimms AJ, Kelly JL, Turnbull CD, McMillan A, Craig SE, O'Reilly JF, Nickol AH, Hedley EL, Decker MD, Willes LA, Calverley PMA, Benjafield AV, Stradling JR, Morrell MJ; MERGE trial investigators.","Lancet Respir Med. 2020 Apr;8(4):349-358. doi: 10.1016/S2213-2600(19)30402-3. Epub 2019 Dec 2.","Wimms AJ","Lancet Respir Med","2020","2019/12/07","","","10.1016/S2213-2600(19)30402-3"
"31805784","Validation of Cardiovascular Magnetic Resonance-Derived Equation for Predicted Left Ventricular Mass Using the UK Biobank Imaging Cohort: Tool for Donor-Recipient Size Matching","Fung K, Cheshire C, Cooper JA, Catarino P, Piechnik SK, Neubauer S, Bhagra S, Pettit S, Petersen SE.","Circ Heart Fail. 2019 Dec;12(12):e006362. doi: 10.1161/CIRCHEARTFAILURE.119.006362. Epub 2019 Dec 6.","Fung K","Circ Heart Fail","2019","2019/12/07","PMC6922072","","10.1161/CIRCHEARTFAILURE.119.006362"
"31804441","There and Back Again: Roller Pumps Versus Centrifugal Technology in Infants on Extracorporeal Membrane Oxygenation","Dalton HJ, Hoskote A.","Pediatr Crit Care Med. 2019 Dec;20(12):1195-1196. doi: 10.1097/PCC.0000000000002112.","Dalton HJ","Pediatr Crit Care Med","2019","2019/12/06","","","10.1097/PCC.0000000000002112"
"31802328","Familial Influences on Neuroticism and Education in the UK Biobank","Cheesman R, Coleman J, Rayner C, Purves KL, Morneau-Vaillancourt G, Glanville K, Choi SW, Breen G, Eley TC.","Behav Genet. 2020 Mar;50(2):84-93. doi: 10.1007/s10519-019-09984-5. Epub 2019 Dec 4.","Cheesman R","Behav Genet","2020","2019/12/06","PMC7028797","","10.1007/s10519-019-09984-5"
"31796077","Cumulative fluid accumulation is associated with the development of acute kidney injury and non-recovery of renal function: a retrospective analysis","Zhang J, Crichton S, Dixon A, Seylanova N, Peng ZY, Ostermann M.","Crit Care. 2019 Dec 3;23(1):392. doi: 10.1186/s13054-019-2673-5.","Zhang J","Crit Care","2019","2019/12/05","PMC6891953","","10.1186/s13054-019-2673-5"
"31793066","Practical recommendations of the EAU-ESPU guidelines committee for monosymptomatic enuresis-Bedwetting","Bogaert G, Stein R, Undre S, Nijman RJM, Quadackers J, 't Hoen L, Kocvara R, Silay S, Tekgul S, Radmayr C, Dogan HS.","Neurourol Urodyn. 2020 Feb;39(2):489-497. doi: 10.1002/nau.24239. Epub 2019 Dec 2.","Bogaert G","Neurourol Urodyn","2020","2019/12/04","","","10.1002/nau.24239"
"31780253","Midwives' views of changing to a Continuity of Midwifery Care (CMC) model in Scotland: A baseline survey","Hollins Martin CJ, MacArthur J, Martin CR, McInnes RJ.","Women Birth. 2020 Sep;33(5):e409-e419. doi: 10.1016/j.wombi.2019.08.005. Epub 2019 Nov 25.","Hollins Martin CJ","Women Birth","2020","2019/11/30","","","10.1016/j.wombi.2019.08.005"
"31769603","Associations of sperm telomere length with semen parameters, clinical outcomes and lifestyle factors in human normozoospermic samples","Berneau SC, Shackleton J, Nevin C, Altakroni B, Papadopoulos G, Horne G, Brison DR, Murgatroyd C, Povey AC, Carroll M.","Andrology. 2020 May;8(3):583-593. doi: 10.1111/andr.12734. Epub 2019 Dec 9.","Berneau SC","Andrology","2020","2019/11/27","","","10.1111/andr.12734"
"31768863","Utility and safety of early allograft biopsy in adult deceased donor kidney transplant recipients","Favi E, James A, Puliatti C, Whatling P, Ferraresso M, Rui C, Cacciola R.","Clin Exp Nephrol. 2020 Apr;24(4):356-368. doi: 10.1007/s10157-019-01821-7. Epub 2019 Nov 25.","Favi E","Clin Exp Nephrol","2020","2019/11/27","","","10.1007/s10157-019-01821-7"
"31762082","A qualitative exploration of the views of patients and their relatives regarding interventions to minimize the distress related to postoperative delirium","Meilak C, Biswell E, Willis R, Partridge J, Dhesi J.","Int J Geriatr Psychiatry. 2020 Feb;35(2):230-249. doi: 10.1002/gps.5241. Epub 2019 Dec 5.","Meilak C","Int J Geriatr Psychiatry","2020","2019/11/26","","","10.1002/gps.5241"
"31747067","Long-term survival after endovascular and open repair of unruptured abdominal aortic aneurysm","Johal AS, Loftus IM, Boyle JR, Heikkila K, Waton S, Cromwell DA.","Br J Surg. 2019 Dec;106(13):1784-1793. doi: 10.1002/bjs.11215.","Johal AS","Br J Surg","2019","2019/11/21","","","10.1002/bjs.11215"
"31739421","In Situ Crosslinking Bionanocomposite Hydrogels with Potential for Wound Healing Applications","Leone F, Firlak M, Challen K, Bonnefin W, Onida B, Wright KL, Hardy JG.","J Funct Biomater. 2019 Nov 14;10(4):50. doi: 10.3390/jfb10040050.","Leone F","J Funct Biomater","2019","2019/11/20","PMC6963958","","10.3390/jfb10040050"
"31735086","Investigation and Treatment of High Blood Pressure in Young People: Too Much Medicine or Appropriate Risk Reduction?","Hinton TC, Adams ZH, Baker RP, Hope KA, Paton JFR, Hart EC, Nightingale AK.","Hypertension. 2020 Jan;75(1):16-22. doi: 10.1161/HYPERTENSIONAHA.119.13820. Epub 2019 Nov 18.","Hinton TC","Hypertension","2020","2019/11/19","","","10.1161/HYPERTENSIONAHA.119.13820"
"31712273","Life-threatening hypersensitivity pneumonitis secondary to e-cigarettes","Nair N, Hurley M, Gates S, Davies P, Chen IL, Todd I, Fairclough L, Bush A, Bhatt JM.","Arch Dis Child. 2020 Nov;105(11):1114-1116. doi: 10.1136/archdischild-2019-317889. Epub 2019 Nov 11.","Nair N","Arch Dis Child","2020","2019/11/13","","","10.1136/archdischild-2019-317889"
"31710702","Treatment of classical Hodgkin lymphoma in young adults aged 18-30 years with a modified paediatric Hodgkin lymphoma protocol. Results of a multicentre phase II clinical trial (CRUK/08/012)","Townsend W, Leong S, Hoskin P, Diez P, Patrick P, Linch D, Wong WL, Kayani I, Sanghera B, Lopes A, Daw S, Collins G, Clifton-Hadley L, Ardeshna K.","Br J Haematol. 2020 Apr;189(1):128-132. doi: 10.1111/bjh.16296. Epub 2019 Nov 11.","Townsend W","Br J Haematol","2020","2019/11/12","PMC7154553","","10.1111/bjh.16296"
"31706946","Analysis of Magnetic Resonance Imaging-directed Biopsy Strategies for Changing the Paradigm of Prostate Cancer Diagnosis","Schoots IG, Padhani AR, Rouvière O, Barentsz JO, Richenberg J.","Eur Urol Oncol. 2020 Feb;3(1):32-41. doi: 10.1016/j.euo.2019.10.001. Epub 2019 Nov 7.","Schoots IG","Eur Urol Oncol","2020","2019/11/11","","","10.1016/j.euo.2019.10.001"
"31701215","Validation of the modified Microlife blood pressure monitor in patients with paroxysmal atrial fibrillation","Huppertz N, Lip GYH, Lane DA.","Clin Res Cardiol. 2020 Jul;109(7):802-809. doi: 10.1007/s00392-019-01567-y. Epub 2019 Nov 7.","Huppertz N","Clin Res Cardiol","2020","2019/11/09","PMC7308245","","10.1007/s00392-019-01567-y"
"31695173","Allogeneic hematopoietic stem cell transplantation for patients with relapsed/refractory systemic anaplastic large cell lymphoma. A retrospective analysis of the Lymphoma Working Party of the European Society for Blood and Marrow Transplantation","Domingo-Domènech E, Boumendil A, Climent F, Socié G, Kroschinsky F, Finel H, Vandenbergue E, Nemet D, Stelljes M, Bittenbring JT, Robinson S, Montoto S, Sureda A, Dreger P; Lymphoma Working Party of the European Society for Blood and Marrow Transplantation.","Bone Marrow Transplant. 2020 Mar;55(3):633-640. doi: 10.1038/s41409-019-0732-9. Epub 2019 Nov 6.","Domingo-Domènech E","Bone Marrow Transplant","2020","2019/11/08","","","10.1038/s41409-019-0732-9"
"31690402","Prophylactic levofloxacin to prevent infections in newly diagnosed symptomatic myeloma: the TEAMM RCT","Drayson MT, Bowcock S, Planche T, Iqbal G, Pratt G, Yong K, Wood J, Raynes K, Higgins H, Dawkins B, Meads D, Hulme CT, Whittaker AC, Hawkey P, Low E, Dunn JA.","Health Technol Assess. 2019 Nov;23(62):1-94. doi: 10.3310/hta23620.","Drayson MT","Health Technol Assess","2019","2019/11/07","PMC6859427","","10.3310/hta23620"
"31685988","A MYC-GCN2-eIF2α negative feedback loop limits protein synthesis to prevent MYC-dependent apoptosis in colorectal cancer","Schmidt S, Gay D, Uthe FW, Denk S, Paauwe M, Matthes N, Diefenbacher ME, Bryson S, Warrander FC, Erhard F, Ade CP, Baluapuri A, Walz S, Jackstadt R, Ford C, Vlachogiannis G, Valeri N, Otto C, Schülein-Völk C, Maurus K, Schmitz W, Knight JRP, Wolf E, Strathdee D, Schulze A, Germer CT, Rosenwald A, Sansom OJ, Eilers M, Wiegering A.","Nat Cell Biol. 2019 Nov;21(11):1413-1424. doi: 10.1038/s41556-019-0408-0. Epub 2019 Nov 4.","Schmidt S","Nat Cell Biol","2019","2019/11/06","PMC6927814","EMS84427","10.1038/s41556-019-0408-0"
"31684750","Accuracy and precision of a CT method for assessing migration in shoulder arthroplasty: an experimental study","Brodén C, Giles JW, Popat R, Fetherston S, Olivecrona H, Sandberg O, Maguire GQ Jr, Noz ME, Sköldenberg O, Emery R.","Acta Radiol. 2020 Jun;61(6):776-782. doi: 10.1177/0284185119882659. Epub 2019 Nov 4.","Brodén C","Acta Radiol","2020","2019/11/06","","","10.1177/0284185119882659"
"31681109","Hepatitis C Pretreatment Profile and Gender Differences: Cognition and Disease Severity Effects","Barreira DP, Marinho RT, Bicho M, Flores I, Fialho R, Ouakinin S.","Front Psychol. 2019 Oct 15;10:2317. doi: 10.3389/fpsyg.2019.02317. eCollection 2019.","Barreira DP","Front Psychol","2019","2019/11/05","PMC6804525","","10.3389/fpsyg.2019.02317"
"31679098","Diagnostic trajectories in child and adolescent mental health services: exploring the prevalence and patterns of diagnostic adjustments in an electronic mental health case register","O'Connor C, Downs J, Shetty H, McNicholas F.","Eur Child Adolesc Psychiatry. 2020 Aug;29(8):1111-1123. doi: 10.1007/s00787-019-01428-z. Epub 2019 Nov 2.","O'Connor C","Eur Child Adolesc Psychiatry","2020","2019/11/04","PMC7369254","","10.1007/s00787-019-01428-z"
"31677827","Optical coherence tomography enables more accurate detection of functionally significant intermediate non-left main coronary artery stenoses than intravascular ultrasound: A meta-analysis of 6919 patients and 7537 lesions","Ramasamy A, Chen Y, Zanchin T, Jones DA, Rathod K, Jin C, Onuma Y, Zhang YJ, Amersey R, Westwood M, Ozkor M, O'Mahony C, Lansky A, Crake T, Serruys PW, Mathur A, Baumbach A, Bourantas CV.","Int J Cardiol. 2020 Feb 15;301:226-234. doi: 10.1016/j.ijcard.2019.09.067. Epub 2019 Oct 9.","Ramasamy A","Int J Cardiol","2020","2019/11/04","","","10.1016/j.ijcard.2019.09.067"
"31677656","Ultrasound-Guided Fascial Plane Blocks of the Thorax: Pectoral I and II, Serratus Anterior Plane, and Erector Spinae Plane Blocks","Chin KJ, Pawa A, Forero M, Adhikary S.","Adv Anesth. 2019 Dec;37:187-205. doi: 10.1016/j.aan.2019.08.007. Epub 2019 Sep 13.","Chin KJ","Adv Anesth","2019","2019/11/04","","","10.1016/j.aan.2019.08.007"
"31676255","A systematic review and network meta-analysis of different surgical approaches for pancreaticoduodenectomy","Kamarajah SK, Bundred JR, Marc OS, Jiao LR, Hilal MA, Manas DM, White SA.","HPB (Oxford). 2020 Mar;22(3):329-339. doi: 10.1016/j.hpb.2019.09.016. Epub 2019 Oct 31.","Kamarajah SK","HPB (Oxford)","2020","2019/11/03","","","10.1016/j.hpb.2019.09.016"
"31672799","A public health approach to reducing health inequalities among adults with autism","Sharpe RA, Curry W, Brown R, Shankar R.","Br J Gen Pract. 2019 Oct 31;69(688):534-535. doi: 10.3399/bjgp19X706133. Print 2019 Nov.","Sharpe RA","Br J Gen Pract","2019","2019/11/02","PMC6808592","","10.3399/bjgp19X706133"
"31666564","Characterisation of proguanylin expressing cells in the intestine - evidence for constitutive luminal secretion","Dye FS, Larraufie P, Kay R, Darwish T, Rievaj J, Goldspink DA, Meek CL, Middleton SJ, Hardwick RH, Roberts GP, Percival-Alwyn JL, Vaughan T, Ferraro F, Challis BG, O'Rahilly S, Groves M, Gribble FM, Reimann F.","Sci Rep. 2019 Oct 30;9(1):15574. doi: 10.1038/s41598-019-52049-0.","Dye FS","Sci Rep","2019","2019/11/01","PMC6821700","","10.1038/s41598-019-52049-0"
"31661982","Goal-setting and attainment in prolonged disorders of consciousness - development of a structured approach","Turner-Stokes L, Rose H, Lakra C, Williams H, Ashford SA, Siegert RJ.","Brain Inj. 2020;34(1):78-88. doi: 10.1080/02699052.2019.1682190. Epub 2019 Oct 30.","Turner-Stokes L","Brain Inj","2020","2019/10/31","","","10.1080/02699052.2019.1682190"
"31626819","Perioperative omega-3 fatty acids fail to confer protection in liver surgery: Results of a multicentric, double-blind, randomized controlled trial","Linecker M, Botea F, Aristotele Raptis D, Nicolaescu D, Limani P, Alikhanov R, Kim P, Wirsching A, Kron P, Schneider MA, Tschuor C, Kambakamba P, Oberkofler C, De Oliveira ML, Bonvini J, Efanov M, Graf R, Petrowsky H, Khatkov I, Clavien PA, Popescu I.","J Hepatol. 2020 Mar;72(3):498-505. doi: 10.1016/j.jhep.2019.10.004. Epub 2019 Oct 15.","Linecker M","J Hepatol","2020","2019/10/19","","","10.1016/j.jhep.2019.10.004"
"31618217","Use of acoustic emission to identify novel candidate biomarkers for knee osteoarthritis (OA)","Schlüter DK, Spain L, Quan W, Southworth H, Platt N, Mercer J, Shark LK, Waterton JC, Bowes M, Diggle PJ, Dixon M, Huddleston J, Goodacre J.","PLoS One. 2019 Oct 16;14(10):e0223711. doi: 10.1371/journal.pone.0223711. eCollection 2019.","Schlüter DK","PLoS One","2019","2019/10/17","PMC6795455","","10.1371/journal.pone.0223711"
"31604782","Prospective evaluation of an ultrathin strut biodegradable polymer-coated sirolimus-eluting stent: 12 months' results from the S-FLEX UK registry","Choudhury A, Garg S, Smith J, Sharp A, Nabais de Araujo S, Chauhan A, Patel N, Wrigley B, Chattopadhyay S, Zaman AG.","BMJ Open. 2019 Oct 11;9(10):e026578. doi: 10.1136/bmjopen-2018-026578.","Choudhury A","BMJ Open","2019","2019/10/13","PMC6797413","","10.1136/bmjopen-2018-026578"
"31586453","Effects of Low FODMAP Diet on Symptoms, Fecal Microbiome, and Markers of Inflammation in Patients With Quiescent Inflammatory Bowel Disease in a Randomized Trial","Cox SR, Lindsay JO, Fromentin S, Stagg AJ, McCarthy NE, Galleron N, Ibraim SB, Roume H, Levenez F, Pons N, Maziers N, Lomer MC, Ehrlich SD, Irving PM, Whelan K.","Gastroenterology. 2020 Jan;158(1):176-188.e7. doi: 10.1053/j.gastro.2019.09.024. Epub 2019 Oct 2.","Cox SR","Gastroenterology","2020","2019/10/06","","","10.1053/j.gastro.2019.09.024"
"31581118","Peripheral arterial disease diagnosis and management in primary care: a qualitative study","Lecouturier J, Scott J, Rousseau N, Stansby G, Sims A, Allen J.","BJGP Open. 2019 Oct 29;3(3):bjgpopen19X101659. doi: 10.3399/bjgpopen19X101659. Print 2019 Oct.","Lecouturier J","BJGP Open","2019","2019/10/04","PMC6970582","","10.3399/bjgpopen19X101659"
"31578718","UK guidelines on the management of iron deficiency in pregnancy","Pavord S, Daru J, Prasannan N, Robinson S, Stanworth S, Girling J; BSH Committee.","Br J Haematol. 2020 Mar;188(6):819-830. doi: 10.1111/bjh.16221. Epub 2019 Oct 2.","Pavord S","Br J Haematol","2020","2019/10/04","","","10.1111/bjh.16221"
"31578179","Peptic ulcer disease","Sverdén E, Agréus L, Dunn JM, Lagergren J.","BMJ. 2019 Oct 2;367:l5495. doi: 10.1136/bmj.l5495.","Sverdén E","BMJ","2019","2019/10/04","","","10.1136/bmj.l5495"
"31558626","Evaluation of cardiovascular risk in a lung cancer screening cohort","Ruparel M, Quaife SL, Dickson JL, Horst C, Burke S, Taylor M, Ahmed A, Shaw P, Soo MJ, Nair A, Devaraj A, O'Dowd EL, Bhowmik A, Navani N, Sennett K, Duffy SW, Baldwin DR, Sofat R, Patel RS, Hingorani A, Janes SM.","Thorax. 2019 Dec;74(12):1140-1146. doi: 10.1136/thoraxjnl-2018-212812. Epub 2019 Sep 26.","Ruparel M","Thorax","2019","2019/09/28","PMC6902068","","10.1136/thoraxjnl-2018-212812"
"31556806","Early Economic Evaluation of Diagnostic Technologies: Experiences of the NIHR Diagnostic Evidence Co-operatives","Abel L, Shinkins B, Smith A, Sutton AJ, Sagoo GS, Uchegbu I, Allen AJ, Graziadio S, Moloney E, Yang Y, Hall P.","Med Decis Making. 2019 Oct;39(7):857-866. doi: 10.1177/0272989X19866415. Epub 2019 Sep 26.","Abel L","Med Decis Making","2019","2019/09/27","","","10.1177/0272989X19866415"
"31542318","Ethnic differences in hepatic, pancreatic, muscular and visceral fat deposition in healthy men of white European and black west African ethnicity","Hakim O, Bello O, Ladwa M, Christodoulou D, Bulut E, Shuaib H, Peacock JL, Umpleby AM, Charles-Edwards G, Amiel SA, Goff LM.","Diabetes Res Clin Pract. 2019 Oct;156:107866. doi: 10.1016/j.diabres.2019.107866. Epub 2019 Sep 19.","Hakim O","Diabetes Res Clin Pract","2019","2019/09/23","","","10.1016/j.diabres.2019.107866"
"31500898","Focused Ultrasound-Mediated Hyperthermia in Vitro: An Experimental Arrangement for Treating Cells under Tissue-Mimicking Conditions","Brüningk SC, Rivens I, Mouratidis P, Ter Haar G.","Ultrasound Med Biol. 2019 Dec;45(12):3290-3297. doi: 10.1016/j.ultrasmedbio.2019.06.410. Epub 2019 Sep 26.","Brüningk SC","Ultrasound Med Biol","2019","2019/09/11","PMC6878221","","10.1016/j.ultrasmedbio.2019.06.410"
"31444676","Should unaffected female BRCA2 pathogenic variant carriers be told there is little or no advantage from risk reducing mastectomy?","Evans DG, Howell SJ, Howell A.","Fam Cancer. 2019 Oct;18(4):377-379. doi: 10.1007/s10689-019-00142-8.","Evans DG","Fam Cancer","2019","2019/08/25","PMC6784814","","10.1007/s10689-019-00142-8"
"31444502","Correction to: Paediatric intensive care admission blood pressure and risk of death in 30,334 children","Matettore A, Ray S, Harrison DA, Brick T, Macrae D, Peters MJ, Inwald DP.","Intensive Care Med. 2019 Oct;45(10):1500-1501. doi: 10.1007/s00134-019-05750-7.","Matettore A","Intensive Care Med","2019","2019/08/25","","","10.1007/s00134-019-05750-7"
"31437023","Guidance on the use of PET for treatment planning in radiotherapy clinical trials","Pike LC, Thomas CM, Guerrero-Urbano T, Michaelidou A, Greener T, Miles E, Eaton D, Barrington SF.","Br J Radiol. 2019 Nov;92(1103):20190180. doi: 10.1259/bjr.20190180. Epub 2019 Aug 23.","Pike LC","Br J Radiol","2019","2019/08/23","PMC6849663","","10.1259/bjr.20190180"
"31431519","Academic neurosurgery in the UK: present and future directions","Waqar M, Davies BM, Zakaria R, Barone DG, Kolias AG, Yu KK, Ellenbogen JR, Brennan PM, Kotter MR, Gray WP, King AT, Turner C, Kitchen N, May P, Jenkinson MD, Hutchinson PJ.","Postgrad Med J. 2019 Oct;95(1128):524-530. doi: 10.1136/postgradmedj-2019-136805. Epub 2019 Aug 20.","Waqar M","Postgrad Med J","2019","2019/08/22","","","10.1136/postgradmedj-2019-136805"
