,date_published,authors,journal_title,article_title,all_num_citations_crossref,all_num_references_crossref
5051,"[2019, 6]","['Bean, David C.', 'Agarwal, Anuradha', 'Cherian, Benny P.', 'Wareham, David W.']",Journal of Global Antimicrobial Resistance,"Hypermucoviscous polymyxin-resistant Klebsiella pneumoniae from Kolkata, India: Genomic and phenotypic analysis",3,5
5052,"[2019, 2, 27]","['Porcheret, Kate', 'van Heugten–van der Kloet, Dalena', 'Goodwin, Guy M.', 'Foster, Russell G.', 'Wulff, Katharina', 'Holmes, Emily A.']",Translational Psychiatry,Investigation of the impact of total sleep deprivation at home on the number of intrusive memories to an analogue trauma,14,59
5053,"[2019, 2, 21]","['Cook, T. M.', 'Wilkes, A.', 'Bickford Smith, P.', 'Dorn, L.', 'Stacey, M.', 'Kinsella, S. M.', 'Sharpe, P.', 'Phillips, P.']",Anaesthesia,"Multicentre clinical simulation evaluation of the
            <scp>ISO</scp>
            80369‐6 neuraxial non‐Luer connector",4,30
5054,"[2019, 7]","['Maitra, Ishaan', 'Date, Akshay R.', 'Date, Ravindra S.']",HPB,Cholecystectomy for gallstone pancreatitis should never be difficult,0,5
5055,"[2019, 2, 15]","['Manresa, Margarita', 'Pereda, Ana', 'Bataller, Eduardo', 'Terre-Rull, Carmen', 'Ismail, Khaled M.', 'Webb, Sara S.']",International Urogynecology Journal,Incidence of perineal pain and dyspareunia following spontaneous vaginal birth: a systematic review and meta-analysis,17,50
5056,"[2019, 2, 14]","['Plaisancié, J.', 'Ceroni, F.', 'Holt, R.', 'Zazo Seco, C.', 'Calvas, P.', 'Chassaing, N.', 'Ragge, Nicola K.']",Human Genetics,Genetics of anophthalmia and microphthalmia. Part 1: Non-syndromic anophthalmia/microphthalmia,31,292
5057,"[2019, 4]","['van Geffen, Wouter H', 'Slebos, Dirk-Jan', 'Herth, Felix J', 'Kemp, Samuel V', 'Weder, Walter', 'Shah, Pallav L']",The Lancet Respiratory Medicine,Surgical and endoscopic interventions that reduce lung volume for emphysema: a systemic review and meta-analysis,46,42
5058,"[2019, 4]","['Grima, Matthew J.', 'Karthikesalingam, Alan', 'Holt, Peter J.', 'Kerr, Daniele', 'Chetter, Ian', 'Harrison, Seamus', 'Sayers, Rob', 'Roy, Iain', 'Vallabhaneni, Srinivasa R.', 'Dominic, Pang', 'Bachoo, Paul', 'Griffin, John', 'Lewis, David', 'Hardman, John', 'Rihan, Ahmed', 'Brooks, Marcus', 'Woodburn, Ken', 'Godfrey, Dean', 'Nordon, Ian', 'Vidal-Diez, Alberto', 'Stenson, Kate', 'Bahia, Sandeep', 'Patterson, Benjamin', 'Oladokun, Dare', 'De Bruin, Jorg', 'Loftus, Ian', 'Thompson, Matt M.', 'Lowe, Chris', 'Ashrafi, Mohammed', 'Ghosh, Jonathan', 'Ashleigh, Raymond']",European Journal of Vascular and Endovascular Surgery,Multicentre Post-EVAR Surveillance Evaluation Study (EVAR-SCREEN),11,33
5059,"[2019, 2, 7]","['Palmer, Antony J R', 'Ayyar Gupta, Vandana', 'Fernquest, Scott', 'Rombach, Ines', 'Dutton, Susan J', 'Mansour, Ramy', 'Wood, Simon', 'Khanduja, Vikas', 'Pollard, Tom C B', 'McCaskie, Andrew W', 'Barker, Karen L', 'Andrade, Tony J M D', 'Carr, Andrew J', 'Beard, David J', 'Glyn-Jones, Sion']",BMJ,Arthroscopic hip surgery compared with physiotherapy and activity modification for the treatment of symptomatic femoroacetabular impingement: multicentre randomised controlled trial,110,40
5060,"[2019, 4]","['Nicholson, Thomas', 'Church, Chris', 'Tsintzas, Kostas', 'Jones, Robert', 'Breen, Leigh', 'Davis, Edward T', 'Baker, David J', 'Jones, Simon W']",Journal of Endocrinology,Vaspin promotes insulin sensitivity in elderly muscle and is upregulated in obesity,13,63
5061,"[2019, 2, 4]","['Baruteau, Julien', 'Waddington, Simon N.']",Journal of Inherited Metabolic Disease,Fetal gene therapy for neurodegenerative lysosomal storage diseases,1,30
5062,"[2019, 2, 4]","['Murphy, T. A.', 'Mathews, J. A.', 'Whitehouse, M. R.', 'Baker, R. P.']",Archives of Orthopaedic and Trauma Surgery,"Investigation of thermally induced damage to surrounding nerve tissue when using curettage and cementation of long bone tumours, modelled in cadaveric porcine femurs",1,12
5063,"[2019, 2, 13]","['Oosterloo, Mayke', 'Craufurd, David', 'Nijsten, Hanneke', 'van Duijn, Erik']",Journal of Huntington's Disease,Obsessive-Compulsive and Perseverative Behaviors in Huntington’s Disease,7,35
5064,"[2019, 8]","['Bessa, Agustina', 'Maclennan, Steven', 'Enting, Deborah', 'Bryan, Richard', 'Josephs, Debra', 'Hughes, Simon', 'Amery, Suzanne', 'Khan, Muhammad Shamim', 'Malde, Sachin', 'Nair, Rajesh', 'Cahill, Fidelma', 'Wylie, Harriet', 'Thurairaja, Ramesh', 'Chatterton, Kathryn', 'Kinsella, Netty', 'Häggström, Christel', 'Van Hemelrijck, Mieke']",European Urology,Consensus in Bladder Cancer Research Priorities Between Patients and Healthcare Professionals Using a Four-stage Modified Delphi Method,14,5
5065,"[2019, 3]","['Chandan, Joht Singh', 'Thomas, Tom', 'Bradbury-Jones, Caroline', 'Taylor, Julie', 'Bandyopadhyay, Siddhartha', 'Nirantharakumar, Krishnarajah']",Journal of Dentistry,Intimate partner violence and temporomandibular joint disorder,13,19
5066,"[2019, 6]","['Kempegowda, Punith', 'Chandan, Joht Singh', 'Abdulrahman, Sahar', 'Chauhan, Aneela', 'Saeed, Mujahid Ahmad']",Primary Care Diabetes,Managing hypertension in people of African origin with diabetes: Evaluation of adherence to NICE Guidelines,1,35
5067,"[2019, 1, 29]","['Stirrup, J.', 'Gregg, S.', 'Baavour, R.', 'Roth, N.', 'Breault, C.', 'Agostini, D.', 'Ernst, S.', 'Underwood, S. R.']",Journal of Nuclear Cardiology,Hybrid solid-state SPECT/CT left atrial innervation imaging for identification of left atrial ganglionated plexi: Technique and validation in patients with atrial fibrillation,16,43
5068,"[2019, 1, 23]","['Casalino, Giuseppe', 'Sivagnanavel, Vasuki', 'Dowlut, Samir', 'Keane, Pearse A.', 'Chakravarthy, Usha']",International Journal of Retina and Vitreous,Spontaneous retinal pigment epithelial tear in type 2 choroidal neovascularization: repair mechanisms following anti-VEGF therapy,5,17
5069,"[2019, 5]","['Wilkinson, Holly N.', 'Clowes, Christopher', 'Banyard, Kayleigh L.', 'Matteuci, Paolo', 'Mace, Kimberly A.', 'Hardman, Matthew J.']",Journal of Investigative Dermatology,Elevated Local Senescence in Diabetic Wound Healing Is Linked to Pathological Repair via CXCR2,30,73
5070,"[2019, 2]","['Tran, Léa Chantal', 'Lazonby, Gill', 'Morello, Remy', 'Pham, Dominique', 'Ellis, Donna', 'Goldthorpe, Jenny', 'Iglesias, Natalia', 'Steele, Julie', 'Zamvar, Veena', 'Puntis, John William Lambert', 'Vora, Rakesh']",Clinical Nutrition ESPEN,How good is quality-of-life for children receiving home parenteral nutrition? – A pilot study,4,21
5071,"[2018, 6, 19]","['McFarlane, Michael', 'Bhala, Neeraj', 'China, Louise', 'Alrubaiy, Laith', 'Chedgy, Fergus', 'Disney, Benjamin R', 'Farmer, Adam D', 'Fogden, Edward', 'Sadler, Gareth', 'Hull, Mark A', 'McLaughlin, John', 'Ellison, Howard', 'Solomon, Julie', 'Brookes, Matthew James']",Frontline Gastroenterology,"Attitudes to out-of-programme experiences, research and academic training of gastroenterology trainees between 2007 and 2016",4,10
5072,"[2019, 1, 15]","['Teišerskas, Justinas', 'Bartašienė, Rūta', 'Tamelienė, Rasa']",Medicina,Associations between Red Blood Cell Transfusions and Necrotizing Enterocolitis in Very Low Birth Weight Infants: Ten-Year Data of a Tertiary Neonatal Unit,6,26
5073,"[2019, 10]","['Muntoni, Francesco', 'Tejura, Bina', 'Spinty, Stefan', 'Roper, Helen', 'Hughes, Imelda', 'Layton, Gary', 'Davies, Kay E.', 'Harriman, Shawn', 'Tinsley, Jonathon']",Clinical Pharmacology in Drug Development,A Phase 1b Trial to Assess the Pharmacokinetics of Ezutromid in Pediatric Duchenne Muscular Dystrophy Patients on a Balanced Diet,15,7
5074,"[2019, 1]","['Ahmed, Mohamed H.', 'Awadalla, Heitham', 'Osman, Mugtaba', 'Tahir, Hanan', 'Almobarak, Ahmed O.']",Diabetes &amp; Metabolic Syndrome: Clinical Research &amp; Reviews,Ethnicity and diabetes complications in Sudanese population: The need for further genetic population testing,2,14
5075,"[2019, 1, 13]","['Galleu, Antonio', 'Milojkovic, Dragana', 'Deplano, Simona', 'Szydlo, Richard', 'Loaiza, Sandra', 'Wynn, Robert', 'Marks, David I.', 'Richardson, Deborah', 'Orchard, Kim', 'Kanfer, Edward', 'Tholouli, Eleni', 'Saif, Muhammad', 'Sivaprakasam, Ponni', 'Lawson, Sarah', 'Bloor, Adrian', 'Pagliuca, Antonio', 'Potter, Victoria', 'Mehra, Varun', 'Snowden, John A.', 'Vora, Ajay', 'Kishore, Bhuvan', 'Hunter, Hannah', 'Apperley, Jane F.', 'Dazzi, Francesco']",British Journal of Haematology,Mesenchymal stromal cells for acute graft‐versus‐host disease: response at 1 week predicts probability of survival,20,15
5076,"[2019, 1, 11]","['Connor, S. E. J.', 'Dudau, C.', 'Pai, I.', 'Gaganasiou, M.']",European Archives of Oto-Rhino-Laryngology,Is CT or MRI the optimal imaging investigation for the diagnosis of large vestibular aqueduct syndrome and large endolymphatic sac anomaly?,12,33
5077,"[2019, 6]","['Al‐Janabi, A.', 'Jabbar‐Lopez, Z.K.', 'Griffiths, C.E.M.', 'Yiu, Z.Z.N.']",British Journal of Dermatology,Risankizumab vs. ustekinumab for plaque psoriasis: a critical appraisal,6,15
5078,"[2019, 1, 8]","['Kesserwani, Jad', 'Kadra, Giouliana', 'Downs, Johnny', 'Shetty, Hitesh', 'MacCabe, James H', 'Taylor, David', 'Stewart, Robert', 'Chang, Chin-Kuo', 'Hayes, Richard D']",Journal of Psychopharmacology,Risk of readmission in patients with schizophrenia and schizoaffective disorder newly prescribed clozapine,17,32
5079,[2019],"['Manoli, Arezina', 'Ploumidou, Katherine', 'Georgopapadakos, Nikolaos', 'Stratzias, Paschalis', 'Skandalakis, Panagiotis N.', 'Angelis, Stavros', 'Apostolopoulos, Alexandros P.', 'Filippou, Dimitrios K.']",Journal of Long-Term Effects of Medical Implants,"Hypoglossal Nerve: Anatomy, Anatomical Variations Comorbidities and Clinical Significance",1,0
5080,"[2018, 12, 28]","['Kiire, Christine A.', 'Stewart, Rosalind M. K.', 'Srinivasan, Sathish', 'Heimann, Heinrich', 'Kaye, Stephen B.', 'Dhillon, Baljean']",Eye,"A prospective study of the incidence, associations and outcomes of ocular surface squamous neoplasia in the United Kingdom",13,59
5081,"[2019, 2]","['Patel, Nikil', 'Banahan, Caroline', 'Janus, Justyna', 'Horsfield, Mark A.', 'Cox, Anthony', 'Li, Xingfeng', 'Cappellugola, Laurie', 'Colman, Jordan', 'Egan, Vincent', 'Garrard, Peter', 'Chung, Emma M.L.']",Stroke,Perioperative Cerebral Microbleeds After Adult Cardiac Surgery,16,34
5082,"[2019, 2]","['Nolan, David', ""O'Sullivan, Kieran"", 'Stephenson, John', ""O'Sullivan, Peter"", 'Lucock, Michael']",Musculoskeletal Science and Practice,"How do manual handling advisors and physiotherapists construct their back beliefs, and do safe lifting posture beliefs influence them?",11,29
5083,"[2018, 12, 13]","['Donaldson, Alison I C', 'Smith, Toby O', 'Alder, Sarah', 'Johnstone, Alexandra M', 'De Roos, Baukje', 'Aucott, Lorna S', 'Gordon, Adam L', 'Myint, Phyo K']",Nutrition Reviews,"Effect of nonmeat, high-protein supplementation on quality of life and clinical outcomes in older residents of care homes: a systematic review and meta-analysis",3,50
5084,"[2018, 12, 10]","['Engelhardt, T.', 'Ayansina, D.', 'Bell, G. T.', 'Oshan, V.', 'Rutherford, J. S.', 'Morton, N. S.', 'NaN, NaN']",Anaesthesia,Incidence of severe critical events in paediatric anaesthesia in the United Kingdom: secondary analysis of the anaesthesia practice in children observational trial (APRICOT study),1,26
5085,"[2019, 1]","['Alffenaar, Jan-Willem C', 'Tiberi, Simon', 'Migliori, Giovanni Battista']",The Lancet Infectious Diseases,Regimen design and pharmacokinetic–pharmacodynamic science: lessons learned,0,12
5086,"[2018, 11, 16]","['Zambaiti, Elisa', 'Scottoni, Federico', 'Rizzi, Eleonora', 'Russo, Simone', 'Deguchi, Koichi', 'Eaton, Simon', 'Pellegata, Alessandro F.', 'De Coppi, Paolo']",Pediatric Surgery International,Whole rat stomach decellularisation using a detergent-enzymatic protocol,5,28
5087,"[2019, 2]","['Schirwani, Schaida', 'McConnell, Vivienne', 'Willoughby, Josh', 'Balasubramanian, Meena']",Gene,Exploring the association between SRPX2 variants and neurodevelopment: How causal is it?,5,20
5088,"[2019, 1]","['Lee, Nigel', 'Jomeen, Julie', 'Mårtensson, Lena B.', 'Emery, Vanessa', 'Kildea, Sue']",Midwifery,Knowledge and use of sterile water injections amongst midwives in the United Kingdom: A cross-sectional study,5,29
5089,"[2018, 10, 11]","['Hughes, Michael', 'Baker, Amy', 'Farrington, Sue', 'Pauling, John D']",Annals of the Rheumatic Diseases,Patient organisation-led initiatives can play an important role in raising awareness about Raynaud’s phenomenon and encourage earlier healthcare utilisation for high-risk groups,8,9
5090,"[2018, 10, 9]","['Batchelor, Timothy J P', 'Rasburn, Neil J', 'Abdelnour-Berchtold, Etienne', 'Brunelli, Alessandro', 'Cerfolio, Robert J', 'Gonzalez, Michel', 'Ljungqvist, Olle', 'Petersen, René H', 'Popescu, Wanda M', 'Slinger, Peter D', 'Naidu, Babu']",European Journal of Cardio-Thoracic Surgery,Guidelines for enhanced recovery after lung surgery: recommendations of the Enhanced Recovery After Surgery (ERAS®) Society and the European Society of Thoracic Surgeons (ESTS),319,314
5091,"[2018, 10, 1]","['Zheng, XiaoBo', 'Wang, Yuan', 'Zhao, YiPing', 'Cao, Si', 'Zhu, Rong', 'Huang, Wei', 'Yu, AYong', 'Huang, JinHai', 'Wang, QinMei', 'Wang, JunJie', 'Bao, FangJun', 'Elsheikh, Ahmed']",Current Eye Research,Experimental Evaluation of Travoprost-Induced Changes in Biomechanical Behavior of Ex-Vivo Rabbit Corneas,5,41
5092,"[2018, 7, 31]","['McClure, Graham R', 'Belley-Cote, Emilie P', 'Um, Kevin', 'Gupta, Saurabh', 'Bouhout, Ismail', 'Lortie, Hugo', 'Alraddadi, Hatim', 'Alsagheir, Ali', 'McIntyre, William F', 'Dorobantu, Dan-Mihai', 'Bossard, Matthias', 'Kim, Kevin', 'Stoica, Serban', 'Eikelboom, John', 'Ouzounian, Maral', 'Chu, Michael W A', 'Parry, Dominic', 'El-Hamamsy, Ismail', 'Whitlock, Richard P']",European Journal of Cardio-Thoracic Surgery,The Ross procedure versus prosthetic and homograft aortic valve replacement: a systematic review and meta-analysis,11,29
5093,"[2019, 2]","['Shahaj, Orjola', 'Denneny, Diarmuid', 'Schwappach, Anna', 'Pearce, Gemma', 'Epiphaniou, Eleni', 'Parke, Hannah L.', 'Taylor, Stephanie J.C.', 'Pinnock, Hilary']",Journal of Hypertension,Supporting self-management for people with hypertension,38,49
5094,"[2019, 3]","['Ting, Darren Shu Jeng', 'Bignardi, Giuseppe', 'Koerner, Roland', 'Irion, Luciane D.', 'Johnson, Elizabeth', 'Morgan, Stephen J.', 'Ghosh, Saurabh']",Eye & Contact Lens: Science & Clinical Practice,"Polymicrobial Keratitis With Cryptococcus curvatus, Candida parapsilosis, and Stenotrophomonas maltophilia After Penetrating Keratoplasty: A Rare Case Report With Literature Review",25,17
5095,"[2018, 1, 24]","['Shah, Akshay', 'Wray, Katherine', 'James, Timothy', 'Shine, Brian', 'Morovat, Reza', 'Stanworth, Simon', 'McKechnie, Stuart', 'Kirkbride, Rachael', 'Griffith, David M.', 'Walsh, Timothy S.', 'Drakesmith, Hal', 'Roy, Noémi']",British Journal of Haematology,Serum hepcidin potentially identifies iron deficiency in survivors of critical illness at the time of hospital discharge,11,10
5096,"[2019, 1, 16]","['Sommerlad, Andrew', 'Perera, Gayan', 'Mueller, Christoph', 'Singh-Manoux, Archana', 'Lewis, Glyn', 'Stewart, Robert', 'Livingston, Gill']",European Journal of Epidemiology,Hospitalisation of people with dementia: evidence from English electronic health records from 2008 to 2016,24,61
5097,"[2019, 10, 31]","['Yang, Jennie H. M.', 'Khatri, Leena', 'Mickunas, Marius', 'Williams, Evangelia', 'Tatovic, Danijela', 'Alhadj Ali, Mohammad', 'Young, Philippa', 'Moyle, Penelope', 'Sahni, Vishal', 'Wang, Ryan', 'Kaur, Rejbinder', 'Tannahill, Gillian M.', 'Beaton, Andrew R.', 'Gerlag, Danielle M.', 'Savage, Caroline O. S.', 'Napolitano Rosen, Antonella', 'Waldron-Lynch, Frank', 'Dayan, Colin M.', 'Tree, Timothy I. M.']",Frontiers in Immunology,Phenotypic Analysis of Human Lymph Nodes in Subjects With New-Onset Type 1 Diabetes and Healthy Individuals by Flow Cytometry,5,55
5098,[2019],"['Canas, Liane S.', 'Sudre, Carole H.', 'De Vita, Enrico', 'Nihat, Akin', 'Mok, Tze How', 'Slattery, Catherine F.', 'Paterson, Ross W.', 'Foulkes, Alexander J.M.', 'Hyare, Harpreet', 'Cardoso, M. Jorge', 'Thornton, John', 'Schott, Jonathan M.', 'Barkhof, Frederik', 'Collinge, John', 'Ourselin, Sébastien', 'Mead, Simon', 'Modat, Marc']",NeuroImage: Clinical,Prion disease diagnosis using subject-specific imaging biomarkers within a multi-kernel Gaussian process,2,52
5099,"[2019, 10, 7]","['Dosoo, David Kwame', 'Nyame, Solomon', 'Enuameh, Yeetey', 'Ayetey, Harold', 'Danwonno, Harry', 'Twumasi, Mieks', 'Tabiri, Cephas', 'Gyaase, Stephaney', 'Lip, Gregory Y. H.', 'Owusu-Agyei, Seth', 'Asante, Kwaku Poku']",International Journal of Hypertension,Prevalence of Hypertension in the Middle Belt of Ghana: A Community-Based Screening Study,7,33
5100,"[2019, 9]","['Kanellakis, Nikolaos I', 'Wrightson, John M', 'Hallifax, Rob', 'Bedawi, Eihab O', 'Mercer, Rachel', 'Hassan, Maged', 'Asciak, Rachelle', 'Hedley, Emma', 'Dobson, Melissa', 'Dong, Tao', 'Psallidas, Ioannis', 'Rahman, Najib M']",BMJ Open Respiratory Research,Biological effect of tissue plasminogen activator (t-PA) and DNase intrapleural delivery in pleural infection patients,4,24
5101,"[2019, 10, 9]","['Scott, Jennifer', 'Sueiro-Olivares, Monica', 'Ahmed, Waqar', 'Heddergott, Christoph', 'Zhao, Can', 'Thomas, Riba', 'Bromley, Michael', 'Latgé, Jean-Paul', 'Krappmann, Sven', 'Fowler, Stephen', 'Bignell, Elaine', 'Amich, Jorge']",Frontiers in Microbiology,Pseudomonas aeruginosa-Derived Volatile Sulfur Compounds Promote Distal Aspergillus fumigatus Growth and a Synergistic Pathogen-Pathogen Interaction That Increases Pathogenicity in Co-infection,19,58
5102,"[2019, 8, 19]","['Sinitsky, Daniel M.', 'Gowda, Siri B.', 'Dawas, Khaled', 'Fernando, Bimbi S.']",Patient Safety in Surgery,"Morbidity and mortality meetings to improve patient safety: a survey of 109 consultant surgeons in London, United Kingdom",5,29
5103,"[2019, 7]","['Shalbaf, Mohammad', 'Alase, Adewonuola A', 'Berekmeri, Anna', 'Md Yusof, Md Yuzaiful', 'Pistolic, Jelena', 'Goodfield, Mark J', 'Edward, Sara', 'Botchkareva, Natalia V', 'Stacey, Martin', 'Vital, Edward M', 'Wittmann, Miriam']",Lupus Science &amp; Medicine,Plucked hair follicles from patients with chronic discoid lupus erythematosus show a disease-specific molecular signature,8,56
5104,"[2019, 6, 25]","['Yuan, Li', 'Zhou, Mengmeng', 'Wasan, Harpreet S.', 'Zhang, Kai', 'Li, Zhaoyi', 'Guo, Kaibo', 'Shen, Fengfei', 'Shen, Minhe', 'Ruan, Shanming']",Evidence-Based Complementary and Alternative Medicine,Jiedu Sangen Decoction Inhibits the Invasion and Metastasis of Colorectal Cancer Cells by Regulating EMT through the Hippo Signaling Pathway,6,40
5105,"[2019, 6, 11]","['Ayakannu, Thangesweran', 'Taylor, Anthony H.', 'Marczylo, Timothy H.', 'Maccarrone, Mauro', 'Konje, Justin C.']",Frontiers in Oncology,Identification of Novel Predictive Biomarkers for Endometrial Malignancies: N-Acylethanolamines,10,50
5106,[2019],"['Shen, Mali', 'Tenda, Eric\xa0D.', 'McNulty, William', 'Garner, Justin', 'Robbie, Hasti', 'Luzzi, Valentina', 'Aboelhassan, Arafa\xa0M.', 'Van\xa0Geffen, Wouter\xa0H.', 'Kemp, Samuel\xa0V.', 'Ridge, Carole', 'Devaraj, Anand', 'Shah, Pallav\xa0L.', 'Yang, Guang-Zhong']",Respiration,Quantitative Evaluation of Lobar Pulmonary Function of Emphysema Patients with Endobronchial Coils,4,23
5107,"[2019, 6, 17]","['Gibson, Lorna M.', 'Nolan, John', 'Littlejohns, Thomas J.', 'Mathieu, Edouard', 'Garratt, Steve', 'Doherty, Nicola', 'Petersen, Steffen', 'Harvey, Nicholas C. W.', 'Sellors, Jonathan', 'Allen, Naomi E.', 'Wardlaw, Joanna M.', 'Jackson, Caroline A.', 'Sudlow, Cathie L. M.']",PLOS ONE,Factors associated with potentially serious incidental findings and with serious final diagnoses on multi-modal imaging in the UK Biobank Imaging Study: A prospective cohort study,10,45
5108,"[2019, 1, 31]","['Wang, Y.', 'Honeyford, K.', 'Aylin, P.', 'Bottle, A.', 'Giuliani, S.']",BJS Open,One‐year outcomes for congenital diaphragmatic hernia,11,20
5109,"[2019, 5, 31]","['Çokal, Derya', 'Zimmerer, Vitor', 'Turkington, Douglas', 'Ferrier, Nicol', 'Varley, Rosemary', 'Watson, Stuart', 'Hinzen, Wolfram']",PLOS ONE,"Disturbing the rhythm of thought: Speech pausing patterns in schizophrenia, with and without formal thought disorder",10,42
5110,"[2019, 3, 8]","['Aldhous, Marian C.', 'Bhatia, Ramya', 'Pollock, Roz', 'Vragkos, Dionysis', 'Cuschieri, Kate', 'Cubie, Heather A.', 'Norman, Jane E.', 'Stock, Sarah J.']",Wellcome Open Research,HPV infection and pre-term birth: a data-linkage study using Scottish Health Data,9,39
5111,"[2019, 3, 11]","['Elsharkawy, Hesham', 'El-Boghdadly, Kariem', 'Barnes, Theresa J.', 'Drake, Richard', 'Maheshwari, Kamal', 'Soliman, Loran Mounir', 'Horn, Jean-Louis', 'Chin, Ki Jinn']",Canadian Journal of Anesthesia/Journal canadien d'anesthésie,The supra-iliac anterior quadratus lumborum block: a cadaveric study and case series,11,45
5112,"[2019, 3, 21]","['Roberts, Gemma', 'Lloyd, James J.', 'Petrides, George S.', 'Donaghy, Paul C.', 'Kane, Joseph P. M.', 'Durcan, Rory', 'Lawley, Sarah', 'Howe, Kim', 'Sims, Andrew J.', 'Taylor, John-Paul', 'O’Brien, John T.', 'Thomas, Alan J.']",Annals of Nuclear Medicine,123I-FP-CIT striatal binding ratios do not decrease significantly with age in older adults,5,27
5113,"[2019, 3]","['Pillay, Nisha', 'Tighe, Anthony', 'Nelson, Louisa', 'Littler, Samantha', 'Coulson-Gilmer, Camilla', 'Bah, Nourdine', 'Golder, Anya', 'Bakker, Bjorn', 'Spierings, Diana C.J.', 'James, Dominic I.', 'Smith, Kate M.', 'Jordan, Allan M.', 'Morgan, Robert D.', 'Ogilvie, Donald J.', 'Foijer, Floris', 'Jackson, Dean A.', 'Taylor, Stephen S.']",Cancer Cell,DNA Replication Vulnerabilities Render Ovarian Cancer Cells Sensitive to Poly(ADP-Ribose) Glycohydrolase Inhibitors,48,70
5114,NaN,['NaN'],NaN,NaN,NaN,NaN
5115,"[2019, 3, 14]","['Dhillon, S', 'Sabin, CA', 'Alagaratnam, J', 'Bagkeris, E', 'Post, FA', 'Boffito, M', 'Anderson, J', 'Vera, J', 'Williams, I', 'Johnson, M', 'Sachikonye, M', 'Babalis, D', 'Mallon, PW', 'Winston, A', 'Ndoutoumou, Amalia', 'Asboe, David', 'Garvey, Lucy', 'Pozniak, Anton', 'Clarke, Amanda', 'Bexley, Andrew', 'Richardson, Celia', 'Kirk, Sarah', 'Gleig, Rebecca', 'Bracchi, Margherita', 'Pagani, Nicole', 'Cerrone, Maddalena', 'Bradshaw, Daniel', 'Ferretti, Francesca', 'Higgs, Chris', 'Seah, Elisha', 'Fletcher, Stephen', 'Anthonipillai, Michelle', 'Moyes, Ashley', 'Deats, Katie', 'Syed, Irtiza', 'Matthews, Clive', 'Fernando, Peter', 'Chiwome, Chido', 'Hardwick, Shane', 'Mguni, Sifiso', 'Clark, Rebecca', 'Nevin‐Dolan, Rhiannon', 'Pelluri, Sambasivarao', 'Campbell, Lucy', 'Yurdakul, Selin', 'Okumu, Sara', 'Pollard, Louise', 'Santana‐Suarez, Beatriz', 'Macken, Alan', 'Ghavani‐Kia, Bijan', 'Maher, Joanne', 'Byrne, Maria', 'Flaherty, Ailbhe', 'Babu, Sumesh', 'Otiko, Damilola', 'Phillips, Laura', 'Laverick, Rosanna', 'Beynon, Michelle', 'Salz, Anna‐Lena', 'Severn, Abigail', 'Underwood, Jonathan', 'Tembo, Lavender', 'Stott, Matthew', 'McDonald, Linda', 'Dransfield, Felix', 'Whitehouse, Andrew', 'Burgess, Laura', 'Ngwu, Nnenna', 'Hemat, Nargis', 'Jones, Martin', 'Carroll, Anne', 'Kinloch, Sabine', 'Youle, Mike', 'Madge, Sara', 'NaN, NaN']",HIV Medicine,Level of agreement between frequently used cardiovascular risk calculators in people living with HIV,9,19
5116,"[2019, 3, 12]","['van Rijn, Rianne', 'van den Berg, Aad P.', 'Erdmann, Joris I.', 'Heaton, Nigel', 'van Hoek, Bart', 'de Jonge, Jeroen', 'Leuvenink, Henri G. D.', 'Mahesh, Shekar V. K.', 'Mertens, Sarah', 'Monbaliu, Diethard', 'Muiesan, Paolo', 'Perera, M. Thamara P. R.', 'Polak, Wojciech G.', 'Rogiers, Xavier', 'Troisi, Roberto I.', 'de Vries, Yvonne', 'Porte, Robert J.']",BMC Gastroenterology,Study protocol for a multicenter randomized controlled trial to compare the efficacy of end-ischemic dual hypothermic oxygenated machine perfusion with static cold storage in preventing non-anastomotic biliary strictures after transplantation of liver grafts donated after circulatory death: DHOPE-DCD trial,26,49
5117,"[2019, 3, 1]",[],Journal of Gastrointestinal and Liver Diseases,Anterior versus posterior myotomy during POEM for the treatment of achalasia: systematic review and meta-analysis of randomized clinical trials,5,0
5118,"[2019, 6]","['Slattery, Catherine F.', 'Agustus, Jennifer L.', 'Paterson, Ross W.', 'McCallion, Oliver', 'Foulkes, Alexander J.M.', 'Macpherson, Kirsty', 'Carton, Amelia M.', 'Harding, Emma', 'Golden, Hannah L.', 'Jaisin, Kankamol', 'Mummery, Catherine J.', 'Schott, Jonathan M.', 'Warren, Jason D.']",Cortex,The functional neuroanatomy of musical memory in Alzheimer's disease,11,66
5119,"[2019, 3, 5]","['Abeles, Robin D.', 'Mullish, Benjamin H.', 'Forlano, Roberta', 'Kimhofer, Torben', 'Adler, Maciej', 'Tzallas, Alexandros', 'Giannakeas, Nikolaos', 'Yee, Michael', 'Mayet, Jamil', 'Goldin, Robert D.', 'Thursz, Mark R.', 'Manousou, Pinelopi']",Alimentary Pharmacology &amp; Therapeutics,Derivation and validation of a cardiovascular risk score for prediction of major acute cardiovascular events in non-alcoholic fatty liver disease; the importance of an elevated mean platelet volume,20,54
5120,"[2019, 3]","['Oostendorp, Linda', 'White, Nicola', 'Harries, Priscilla', 'Yardley, Sarah', 'Tomlinson, Christopher', 'Ricciardi, Federico', 'Gokalp, Hulya', 'Stone, Patrick']",BMJ Open,Protocol for the ORaClES study: an online randomised controlled trial to improve clinical estimates of survival using a training resource for medical students,1,39
