PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30122636","Nontechnical Skills in Surgery: A Systematic Review of Current Training Modalities","Ounounou E, Aydin A, Brunckhorst O, Khan MS, Dasgupta P, Ahmed K.","J Surg Educ. 2019 Jan-Feb;76(1):14-24. doi: 10.1016/j.jsurg.2018.05.017. Epub 2018 Aug 16.","Ounounou E","J Surg Educ","2019","2018/08/21","","","10.1016/j.jsurg.2018.05.017"
"30092291","Survey of screening methods, rates and policies for the detection of carbapenemase-producing Enterobacteriaceae in English hospitals","Berry C, Davies K, Woodford N, Wilcox M, Chilton C.","J Hosp Infect. 2019 Feb;101(2):158-162. doi: 10.1016/j.jhin.2018.08.005. Epub 2018 Aug 7.","Berry C","J Hosp Infect","2019","2018/08/10","","","10.1016/j.jhin.2018.08.005"
"29989494","Belongingness: Student ODPs' learning experiences in clinical placements","McAvoy V, Waite M.","J Perioper Pract. 2019 Jan-Feb;29(1-2):17-23. doi: 10.1177/1750458918788774. Epub 2018 Jul 10.","McAvoy V","J Perioper Pract","2019","2018/07/11","","","10.1177/1750458918788774"
"29395370","Adequacy of nutrition support during extracorporeal membrane oxygenation","MacGowan L, Smith E, Elliott-Hammond C, Sanderson B, Ong D, Daly K, Barrett NA, Whelan K, Bear DE.","Clin Nutr. 2019 Feb;38(1):324-331. doi: 10.1016/j.clnu.2018.01.012. Epub 2018 Feb 15.","MacGowan L","Clin Nutr","2019","2018/02/04","","","10.1016/j.clnu.2018.01.012"
"30847599","Split versus living-related adult liver transplantation: a systematic review and meta-analysis","Gavriilidis P, Azoulay D, Sutcliffe RP, Roberts KJ.","Langenbecks Arch Surg. 2019 May;404(3):285-292. doi: 10.1007/s00423-019-01771-4. Epub 2019 Mar 7.","Gavriilidis P","Langenbecks Arch Surg","2019","2019/03/09","","","10.1007/s00423-019-01771-4"
"30032215","Lipopolysaccharide-Induced VEGF Production and Ambient Oxidative Stress in Type 2 Diabetes","Earle KA, Zitouni K, Nourooz-Zadeh J.","J Clin Endocrinol Metab. 2019 Jan 1;104(1):1-6. doi: 10.1210/jc.2018-00836.","Earle KA","J Clin Endocrinol Metab","2019","2018/07/23","","","10.1210/jc.2018-00836"
"32685131","Protocol for a phase I trial of a novel synthetic polymer nerve conduit 'Polynerve' in participants with sensory digital nerve injury (UMANC)","Murphy R, Faroni A, Wong J, Reid A.","F1000Res. 2019 Jun 24;8:959. doi: 10.12688/f1000research.19497.1. eCollection 2019.","Murphy R","F1000Res","2019","2020/07/21","PMC7355221","","10.12688/f1000research.19497.1"
"32036844","Pancreatic Adenocarcinoma: Epidemiology, Role of EUS in Diagnosis, Role of ERCP, Endoscopic Palliation","Zar S, Kohoutová D, Bureš J.","Acta Medica (Hradec Kralove). 2019;62(4):131-136. doi: 10.14712/18059694.2020.1.","Zar S","Acta Medica (Hradec Kralove)","2019","2020/02/11","","","10.14712/18059694.2020.1"
"31456995","Resistance Training Combined With Stretching Increases Tendon Stiffness and Is More Effective Than Stretching Alone in Children With Cerebral Palsy: A Randomized Controlled Trial","Kalkman BM, Holmes G, Bar-On L, Maganaris CN, Barton GJ, Bass A, Wright DM, Walton R, O'Brien TD.","Front Pediatr. 2019 Aug 13;7:333. doi: 10.3389/fped.2019.00333. eCollection 2019.","Kalkman BM","Front Pediatr","2019","2019/08/29","PMC6700382","","10.3389/fped.2019.00333"
"31442233","P wave indices, heart rate variability and anthropometry in a healthy South Asian population","O'Neill J, Bounford K, Anstey A, D'Silva J, Clark L, Plein S, Tayebjee MH.","PLoS One. 2019 Aug 23;14(8):e0220662. doi: 10.1371/journal.pone.0220662. eCollection 2019.","O'Neill J","PLoS One","2019","2019/08/24","PMC6707586","","10.1371/journal.pone.0220662"
"31410804","RACE-SEQ and Population-Wide Polymorphism Susceptibility Testing for Endonucleolytically Active, RNA-Targeting Therapeutics","Usher L, Theotokis PI, Moschos SA.","Methods Mol Biol. 2019;2036:283-305. doi: 10.1007/978-1-4939-9670-4_17.","Usher L","Methods Mol Biol","2019","2019/08/15","","","10.1007/978-1-4939-9670-4_17"
"31404364","Gaps in communication between different staff groups and older adult patients foster unnecessary antibiotic prescribing for urinary tract infections in hospitals: a qualitative translation approach","Saukko PM, Oppenheim BA, Cooper M, Rousham EK.","Antimicrob Resist Infect Control. 2019 Aug 5;8:130. doi: 10.1186/s13756-019-0587-2. eCollection 2019.","Saukko PM","Antimicrob Resist Infect Control","2019","2019/08/13","PMC6683464","","10.1186/s13756-019-0587-2"
"31068952","The Role of Myeloid-Derived Cells in the Progression of Liver Disease","Weston CJ, Zimmermann HW, Adams DH.","Front Immunol. 2019 Apr 24;10:893. doi: 10.3389/fimmu.2019.00893. eCollection 2019.","Weston CJ","Front Immunol","2019","2019/05/10","PMC6491757","","10.3389/fimmu.2019.00893"
"30981516","Imaging calcinosis in patients with systemic sclerosis by radiography, computerised tomography and magnetic resonance imaging","Hughes M, Hodgson R, Harris J, Porter N, Jackson S, Kirwadi A, Manning J, Peytrignet S, Herrick AL.","Semin Arthritis Rheum. 2019 Oct;49(2):279-282. doi: 10.1016/j.semarthrit.2019.03.001. Epub 2019 Mar 9.","Hughes M","Semin Arthritis Rheum","2019","2019/04/15","","","10.1016/j.semarthrit.2019.03.001"
"30970374","Feasibility of Postmortem Imaging Assessment of Brain: Liver Volume Ratios with Pathological Validation","Shelmerdine SC, Chung KL, Hutchinson JC, Elliott C, Sebire NJ, Arthurs OJ.","Fetal Diagn Ther. 2019;46(6):360-367. doi: 10.1159/000497158. Epub 2019 Apr 10.","Shelmerdine SC","Fetal Diagn Ther","2019","2019/04/11","PMC6979430","","10.1159/000497158"
"30929218","The Epidemiology and Biostatistics of Pneumococcus","Oligbu G, Fry NK, Ladhani SN.","Methods Mol Biol. 2019;1968:215-224. doi: 10.1007/978-1-4939-9199-0_18.","Oligbu G","Methods Mol Biol","2019","2019/04/01","","","10.1007/978-1-4939-9199-0_18"
"30929217","The Pneumococcus and Its Critical Role in Public Health","Oligbu G, Fry NK, Ladhani SN.","Methods Mol Biol. 2019;1968:205-213. doi: 10.1007/978-1-4939-9199-0_17.","Oligbu G","Methods Mol Biol","2019","2019/04/01","","","10.1007/978-1-4939-9199-0_17"
"30918979","Management of complications arising from the use of mesh for stress urinary incontinence-International Urogynecology Association Research and Development Committee opinion","Duckett J, Bodner-Adler B, Rachaneni S, Latthe P.","Int Urogynecol J. 2019 Sep;30(9):1413-1417. doi: 10.1007/s00192-019-03935-8. Epub 2019 Mar 27.","Duckett J","Int Urogynecol J","2019","2019/03/29","","","10.1007/s00192-019-03935-8"
"30918721","Comparison of Echocardiographic and Electrocardiographic Mapping for Cardiac Resynchronisation Therapy Optimisation","Pereira H, Jackson TA, Claridge S, Behar JM, Yao C, Sieniewicz B, Gould J, Porter B, Sidhu B, Gill J, Niederer S, Rinaldi CA.","Cardiol Res Pract. 2019 Feb 21;2019:4351693. doi: 10.1155/2019/4351693. eCollection 2019.","Pereira H","Cardiol Res Pract","2019","2019/03/29","PMC6409049","","10.1155/2019/4351693"
"30914148","Radiogenomics in the Era of Advanced Radiotherapy","Brothwell MRS, West CM, Dunning AM, Burnet NG, Barnett GC.","Clin Oncol (R Coll Radiol). 2019 May;31(5):319-325. doi: 10.1016/j.clon.2019.02.006. Epub 2019 Mar 23.","Brothwell MRS","Clin Oncol (R Coll Radiol)","2019","2019/03/28","","","10.1016/j.clon.2019.02.006"
"30908854","Co-designing a virtual world with young people to deliver social cognition therapy in early psychosis","Realpe A, Elahi F, Bucci S, Birchwood M, Vlaev I, Taylor D, Thompson A.","Early Interv Psychiatry. 2020 Feb;14(1):37-43. doi: 10.1111/eip.12804. Epub 2019 Mar 25.","Realpe A","Early Interv Psychiatry","2020","2019/03/26","","","10.1111/eip.12804"
"30905224","In response to letter to the editor from Ma et al. 2019 regarding perivascular extension of microwave ablation zone","Singh S, Siriwardana PN, Johnston EW, Watkins J, Bandula S, Illing RO, Davidson BR.","Int J Hyperthermia. 2019;36(1):445. doi: 10.1080/02656736.2019.1587011. Epub 2019 Mar 23.","Singh S","Int J Hyperthermia","2019","2019/03/26","","","10.1080/02656736.2019.1587011"
"30899672","Serum free thiols in type 2 diabetes mellitus: A prospective study","Schillern EEM, Pasch A, Feelisch M, Waanders F, Hendriks SH, Mencke R, Harms G, Groenier KH, Bilo HJG, Hillebrands JL, van Goor H, van Dijk PR.","J Clin Transl Endocrinol. 2019 Feb 28;16:100182. doi: 10.1016/j.jcte.2019.100182. eCollection 2019 Jun.","Schillern EEM","J Clin Transl Endocrinol","2019","2019/03/23","PMC6407140","","10.1016/j.jcte.2019.100182"
"30898792","'I decided not to go into surgery due to dress code': a cross-sectional study within the UK investigating experiences of female Muslim medical health professionals on bare below the elbows (BBE) policy and wearing headscarves (hijabs) in theatre","Malik A, Qureshi H, Abdul-Razakq H, Yaqoob Z, Javaid FZ, Esmail F, Wiley E, Latif A.","BMJ Open. 2019 Mar 20;9(3):e019954. doi: 10.1136/bmjopen-2017-019954.","Malik A","BMJ Open","2019","2019/03/23","PMC6475454","","10.1136/bmjopen-2017-019954"
"30879939","Impact of a centre and home-based cardiac rehabilitation program on the quality of life of teenagers and young adults with congenital heart disease: the QUALI- REHAB study rationale, design and methods","Frigiola A.","Int J Cardiol. 2019 Aug 1;288:70-71. doi: 10.1016/j.ijcard.2019.03.006. Epub 2019 Mar 9.","Frigiola A","Int J Cardiol","2019","2019/03/19","","","10.1016/j.ijcard.2019.03.006"
"32477720","Substrate Mapping and Ablation for Ventricular Tachycardia in Patients with Structural Heart Disease: How to Identify Ventricular Tachycardia Substrate","Kitamura T, Martin CA, Vlachos K, Martin R, Frontera A, Takigawa M, Thompson N, Cheniti G, Massouille G, Lam A, Bourier F, Duchateau J, Pambrun T, Denis A, Derval N, Hocini M, HaÏssaguerre M, Cochet H, JaÏs P, Sacher F.","J Innov Card Rhythm Manag. 2019 Mar 15;10(3):3565-3580. doi: 10.19102/icrm.2019.100302. eCollection 2019 Mar.","Kitamura T","J Innov Card Rhythm Manag","2019","2020/06/02","PMC7252795","","10.19102/icrm.2019.100302"
"30851866","Perinatal self-harm: an overlooked public health issue","Ayre K, Dutta R, Howard LM.","Lancet Public Health. 2019 Mar;4(3):e125. doi: 10.1016/S2468-2667(19)30020-9.","Ayre K","Lancet Public Health","2019","2019/03/11","","","10.1016/S2468-2667(19)30020-9"
"30845723","Pharmacy Technician Review of Oral Nutritional Supplements (ONS) within Care Homes","Collins C, Tucker C, Walton C, Podbur S, Barrett S.","Pharmacy (Basel). 2019 Mar 6;7(1):28. doi: 10.3390/pharmacy7010028.","Collins C","Pharmacy (Basel)","2019","2019/03/09","PMC6473454","","10.3390/pharmacy7010028"
"30819732","Underprovision of mental health services for children and young people","England E, Mughal F.","Br J Gen Pract. 2019 Mar;69(680):112-113. doi: 10.3399/bjgp19X701381.","England E","Br J Gen Pract","2019","2019/03/02","PMC6400594","","10.3399/bjgp19X701381"
"30811338","Response to Comment on Li et al. Visual Inspection of Chromatograms Assists Interpretation of HbA(1c): A Case Report. Diabetes Care 2018;41:1829-1830","Li Q, Xiao Y, Shah AD, Li S.","Diabetes Care. 2019 Jan;42(1):e10. doi: 10.2337/dci18-0038.","Li Q","Diabetes Care","2019","2019/02/28","","","10.2337/dci18-0038"
"30808372","Occlusal height difference between maxillary central and lateral incisors: should aesthetic perception influence bracket placement?","Hourfar J, Bister D, Ludwig B, Kinzinger G, Lisson JA.","Head Face Med. 2019 Feb 26;15(1):7. doi: 10.1186/s13005-019-0191-y.","Hourfar J","Head Face Med","2019","2019/02/28","PMC6390340","","10.1186/s13005-019-0191-y"
"30798629","Diagnosing and managing bronchiolitis obliterans in children","Kavaliunaite E, Aurora P.","Expert Rev Respir Med. 2019 May;13(5):481-488. doi: 10.1080/17476348.2019.1586537. Epub 2019 Mar 8.","Kavaliunaite E","Expert Rev Respir Med","2019","2019/02/26","","","10.1080/17476348.2019.1586537"
"30762512","Changing nurses' views of the therapeutic environment: randomised controlled trial","Csipke E, Wykes T, Nash S, Williams P, Koeser L, McCrone P, Rose D, Craig T.","BJPsych Open. 2019 Jan;5(1):e17. doi: 10.1192/bjo.2018.87.","Csipke E","BJPsych Open","2019","2019/02/15","PMC6381414","","10.1192/bjo.2018.87"
"30744934","Can We Discharge Dynamically Risk-Stratified Low-Risk (Excellent Response to Treatment) Thyroid Cancer Patients After 5 Years of Follow-Up?","Seejore K, Gerrard GE, Gill VM, Murray RD.","Clin Oncol (R Coll Radiol). 2019 Apr;31(4):219-224. doi: 10.1016/j.clon.2019.01.005. Epub 2019 Feb 7.","Seejore K","Clin Oncol (R Coll Radiol)","2019","2019/02/13","","","10.1016/j.clon.2019.01.005"
"30709868","Potential use of PCSK9 inhibitors as a secondary preventative measure for cardiovascular disease following acute coronary syndrome: a UK real-world study","Elamin AFM, Grafton-Clarke C, Wen Chen K, Obafemi T, Luvai A, Katira R, Davis G.","Postgrad Med J. 2019 Feb;95(1120):61-66. doi: 10.1136/postgradmedj-2018-136171. Epub 2019 Feb 1.","Elamin AFM","Postgrad Med J","2019","2019/02/03","","","10.1136/postgradmedj-2018-136171"
"30709859","Management for women with subclinical hypothyroidism in pregnancy","Wiles K.","Drug Ther Bull. 2019 Feb;57(2):22-26. doi: 10.1136/dtb.2018.000010.","Wiles K","Drug Ther Bull","2019","2019/02/03","","","10.1136/dtb.2018.000010"
"30704940","Simple cough presentation of a rare variant of a meandering left pulmonary vein","Shahid MQ, Awwad A.","J Cardiovasc Comput Tomogr. 2020 Sep-Oct;14(5):e44-e45. doi: 10.1016/j.jcct.2019.01.004. Epub 2019 Jan 4.","Shahid MQ","J Cardiovasc Comput Tomogr","2020","2019/02/02","","","10.1016/j.jcct.2019.01.004"
"30661495","Genetic and Environmental Associations With Pediatric Cerebral Arteriopathy","McCrea N, Fullerton HJ, Ganesan V.","Stroke. 2019 Feb;50(2):257-265. doi: 10.1161/STROKEAHA.118.020479.","McCrea N","Stroke","2019","2019/01/22","","","10.1161/STROKEAHA.118.020479"
"30648259","A review of ASA physical status - historical perspectives and modern developments","Mayhew D, Mendonca V, Murthy BVS.","Anaesthesia. 2019 Mar;74(3):373-379. doi: 10.1111/anae.14569. Epub 2019 Jan 15.","Mayhew D","Anaesthesia","2019","2019/01/17","","","10.1111/anae.14569"
"30624175","Examining diabetic heel ulcers through an ecological lens: microbial community dynamics associated with healing and infection","Sloan TJ, Turton JC, Tyson J, Musgrove A, Fleming VM, Lister MM, Loose MW, Sockett RE, Diggle M, Game FL, Jeffcoate W.","J Med Microbiol. 2019 Feb;68(2):230-240. doi: 10.1099/jmm.0.000907. Epub 2019 Jan 9.","Sloan TJ","J Med Microbiol","2019","2019/01/10","","","10.1099/jmm.0.000907"
"30568264","BMI-related cortical morphometry changes are associated with altered white matter structure","Medic N, Kochunov P, Ziauddeen H, Ersche KD, Nathan PJ, Ronan L, Fletcher PC.","Int J Obes (Lond). 2019 Mar;43(3):523-532. doi: 10.1038/s41366-018-0269-9. Epub 2018 Dec 19.","Medic N","Int J Obes (Lond)","2019","2018/12/21","PMC6462878","","10.1038/s41366-018-0269-9"
"32123810","Using a Modified Lymphocyte Genome Sensitivity (LGS) test or TumorScan test to detect cancer at an early stage in each individual","Anderson D, Najafzadeh M, Scally A, Jacob B, Griffith J, Chaha R, Linforth R, Soussaline M, Soussaline F.","FASEB Bioadv. 2018 Dec 20;1(1):32-39. doi: 10.1096/fba.1020. eCollection 2019 Jan.","Anderson D","FASEB Bioadv","2018","2020/03/04","PMC6996311","","10.1096/fba.1020"
"30423191","Comparative safety and effectiveness of direct oral anticoagulants in patients with atrial fibrillation in clinical practice in Scotland","Mueller T, Alvarez-Madrazo S, Robertson C, Wu O, Bennie M.","Br J Clin Pharmacol. 2019 Feb;85(2):422-431. doi: 10.1111/bcp.13814. Epub 2018 Dec 18.","Mueller T","Br J Clin Pharmacol","2019","2018/11/14","PMC6339970","","10.1111/bcp.13814"
"30408558","Cross-subject network investigation of the EEG microstructure: A sleep spindles study","Sakellariou DF, Koutroumanidis M, Richardson MP, Kostopoulos GK.","J Neurosci Methods. 2019 Jan 15;312:16-26. doi: 10.1016/j.jneumeth.2018.11.001. Epub 2018 Nov 5.","Sakellariou DF","J Neurosci Methods","2019","2018/11/09","PMC6327148","","10.1016/j.jneumeth.2018.11.001"
"30384113","The effects of emotional lability, mind wandering and sleep quality on ADHD symptom severity in adults with ADHD","Helfer B, Cooper RE, Bozhilova N, Maltezos S, Kuntsi J, Asherson P.","Eur Psychiatry. 2019 Jan;55:45-51. doi: 10.1016/j.eurpsy.2018.09.006. Epub 2018 Oct 29.","Helfer B","Eur Psychiatry","2019","2018/11/02","","","10.1016/j.eurpsy.2018.09.006"
"30307044","Perineal repair of a full-thickness rectal prolapse in a wild Sumatran orangutan (Pongo abelii)","Saraswati Y, Sedman P, Sedman R, Wibisono AP, Nente C, Simatupang MS, Singleton I, Pizzi R.","J Med Primatol. 2019 Feb;48(1):65-67. doi: 10.1111/jmp.12379. Epub 2018 Oct 11.","Saraswati Y","J Med Primatol","2019","2018/10/12","","","10.1111/jmp.12379"
"30250270","The association between serum sodium concentration, hypertension and primary cardiovascular events: a retrospective cohort study","Cole NI, Suckling RJ, Swift PA, He FJ, MacGregor GA, Hinton W, van Vlymen J, Hayward N, Jones S, de Lusignan S.","J Hum Hypertens. 2019 Jan;33(1):69-77. doi: 10.1038/s41371-018-0115-5. Epub 2018 Sep 24.","Cole NI","J Hum Hypertens","2019","2018/09/26","","","10.1038/s41371-018-0115-5"
"30202906","Risk of type 2 diabetes and cardiovascular disease in an incident cohort of people with psoriatic arthritis: a population-based cohort study","Charlton R, Green A, Shaddick G, Snowball J, Nightingale A, Tillett W, Smith C, McHugh N; PROMPT study group.","Rheumatology (Oxford). 2019 Jan 1;58(1):144-148. doi: 10.1093/rheumatology/key286.","Charlton R","Rheumatology (Oxford)","2019","2018/09/12","","","10.1093/rheumatology/key286"
"29891740","Study of immunotherapy in antibody positive psychosis: feasibility and acceptability (SINAPPS1)","Lennox BR, Tomei G, Vincent SA, Yeeles K, Pollard R, Palmer-Cooper E, Jones P, Zandi MS, Coles A.","J Neurol Neurosurg Psychiatry. 2019 Mar;90(3):365-367. doi: 10.1136/jnnp-2018-318124. Epub 2018 Jun 11.","Lennox BR","J Neurol Neurosurg Psychiatry","2019","2018/06/13","","","10.1136/jnnp-2018-318124"
"28851252","Fetal heart rate changes observed on the CTG trace during instrumental vaginal delivery","Xie W, Archer A, Li C, Cui H, Chandraharan E.","J Matern Fetal Neonatal Med. 2019 Jan;32(1):117-124. doi: 10.1080/14767058.2017.1373084. Epub 2017 Sep 10.","Xie W","J Matern Fetal Neonatal Med","2019","2017/08/31","","","10.1080/14767058.2017.1373084"
"31333572","Effects of Isosorbide Mononitrate and/or Cilostazol on Hematological Markers, Platelet Function, and Hemodynamics in Patients With Lacunar Ischaemic Stroke: Safety Data From the Lacunar Intervention-1 (LACI-1) Trial","Appleton JP, Blair GW, Flaherty K, Law ZK, May J, Woodhouse LJ, Doubal F, Sprigg N, Bath PM, Wardlaw JM.","Front Neurol. 2019 Jul 3;10:723. doi: 10.3389/fneur.2019.00723. eCollection 2019.","Appleton JP","Front Neurol","2019","2019/07/24","PMC6616057","","10.3389/fneur.2019.00723"
"31245050","Era of biosimilars in rheumatology: reshaping the healthcare environment","Smolen JS, Goncalves J, Quinn M, Benedetti F, Lee JY.","RMD Open. 2019 May 21;5(1):e000900. doi: 10.1136/rmdopen-2019-000900. eCollection 2019.","Smolen JS","RMD Open","2019","2019/06/28","PMC6560670","","10.1136/rmdopen-2019-000900"
"31191330","High-Intensity Interval Training: A Potential Exercise Countermeasure During Human Spaceflight","Hurst C, Scott JPR, Weston KL, Weston M.","Front Physiol. 2019 May 22;10:581. doi: 10.3389/fphys.2019.00581. eCollection 2019.","Hurst C","Front Physiol","2019","2019/06/14","PMC6541112","","10.3389/fphys.2019.00581"
"31168413","Low rates of radiographic progression of structural joint damage over 2 years of baricitinib treatment in patients with rheumatoid arthritis","van der Heijde D, Schiff M, Tanaka Y, Xie L, Meszaros G, Ishii T, Casillas M, Ortmann RA, Emery P.","RMD Open. 2019 May 10;5(1):e000898. doi: 10.1136/rmdopen-2019-000898. eCollection 2019.","van der Heijde D","RMD Open","2019","2019/06/07","PMC6525612","","10.1136/rmdopen-2019-000898"
"31123459","Radiotherapy Late Effects and Osteogenesis Imperfecta: Dos and Don'ts in Clinical Practice","Lodeweges JE, van Dijk FS, Verhoeff JJC.","Case Rep Oncol. 2019 Apr 17;12(1):322-331. doi: 10.1159/000499903. eCollection 2019 Jan-Apr.","Lodeweges JE","Case Rep Oncol","2019","2019/05/25","PMC6514481","","10.1159/000499903"
"31057946","Autosegmentation of the rectum on megavoltage image guidance scans","Shelley LEA, Sutcliffe MPF, Harrison K, Scaife JE, Parker MA, Romanchikova M, Thomas SJ, Jena R, Burnet NG.","Biomed Phys Eng Express. 2019 Feb;5(2):025006. doi: 10.1088/2057-1976/aaf1db. Epub 2019 Jan 10.","Shelley LEA","Biomed Phys Eng Express","2019","2019/05/07","PMC6466640","","10.1088/2057-1976/aaf1db"
"30935823","""Spastic Dystonia"", ""Dystonia with Spasticity"" or ""Dystonia accompanying the Upper Motor Neuron Complex""? A reconciliation of nomenclature is needed","Lumsden DE, Barkey S, McClelland V, Lin JP.","Clin Neurophysiol. 2019 Jun;130(6):1074-1075. doi: 10.1016/j.clinph.2019.03.010. Epub 2019 Mar 27.","Lumsden DE","Clin Neurophysiol","2019","2019/04/03","","","10.1016/j.clinph.2019.03.010"
"30930124","Salvage of the failed implant-based breast reconstruction using the Deep Inferior Epigastric Perforator Flap: A single centre experience with tertiary breast reconstruction","Holmes WJM, Quinn M, Emam AT, Ali SR, Prousskaia E, Wilson SM.","J Plast Reconstr Aesthet Surg. 2019 Jul;72(7):1075-1083. doi: 10.1016/j.bjps.2019.03.003. Epub 2019 Mar 22.","Holmes WJM","J Plast Reconstr Aesthet Surg","2019","2019/04/02","","","10.1016/j.bjps.2019.03.003"
"30927935","Filtration-histogram based magnetic resonance texture analysis (MRTA) for glioma IDH and 1p19q genotyping","Lewis MA, Ganeshan B, Barnes A, Bisdas S, Jaunmuktane Z, Brandner S, Endozo R, Groves A, Thust SC.","Eur J Radiol. 2019 Apr;113:116-123. doi: 10.1016/j.ejrad.2019.02.014. Epub 2019 Feb 13.","Lewis MA","Eur J Radiol","2019","2019/04/01","","","10.1016/j.ejrad.2019.02.014"
"30919525","Preventing pressure ulcers in nursing homes using a care bundle: A feasibility study","Lavallée JF, Gray TA, Dumville J, Cullum N.","Health Soc Care Community. 2019 Jul;27(4):e417-e427. doi: 10.1111/hsc.12742. Epub 2019 Mar 27.","Lavallée JF","Health Soc Care Community","2019","2019/03/29","PMC6618244","","10.1111/hsc.12742"
"30903252","50 Shades of Red: The Predictive Value of Closed Suction Drains for the Detection of Postoperative Bleeding in Breast Surgery","Anker AM, Miranda BH, Prantl L, Kehrer A, Strauss C, Brébant V, Klein SM.","Aesthetic Plast Surg. 2019 Jun;43(3):608-615. doi: 10.1007/s00266-019-01345-1. Epub 2019 Mar 21.","Anker AM","Aesthetic Plast Surg","2019","2019/03/24","","","10.1007/s00266-019-01345-1"
"30900968","Pursuing parity: genetic tests for psychiatric conditions in the UK National Health Service","Curtis D, Adlington K, Bhui KS.","Br J Psychiatry. 2019 May;214(5):248-250. doi: 10.1192/bjp.2019.48. Epub 2019 Mar 22.","Curtis D","Br J Psychiatry","2019","2019/03/23","","","10.1192/bjp.2019.48"
"30900512","Ultrasound Structural Changes in Triceps Surae After a 1-Year Daily Self-stretch Program: A Prospective Randomized Controlled Trial in Chronic Hemiparesis","Pradines M, Ghedira M, Portero R, Masson I, Marciniak C, Hicklin D, Hutin E, Portero P, Gracies JM, Bayle N.","Neurorehabil Neural Repair. 2019 Apr;33(4):245-259. doi: 10.1177/1545968319829455. Epub 2019 Mar 22.","Pradines M","Neurorehabil Neural Repair","2019","2019/03/23","","","10.1177/1545968319829455"
"30871123","Prescription Infant Formulas Are Contaminated with Aluminium","Redgrove J, Rodriguez I, Mahadevan-Bava S, Exley C.","Int J Environ Res Public Health. 2019 Mar 12;16(5):899. doi: 10.3390/ijerph16050899.","Redgrove J","Int J Environ Res Public Health","2019","2019/03/16","PMC6427753","","10.3390/ijerph16050899"
"30834547","Reply to 'Comment on 'Cardiac effects of 6 months' dietary nitrate and spironolactone in patients with hypertension and with/at risk of type 2 diabetes, in the factorial design, double-blind, randomised controlled VaSera trial' by Faconti et al.'","Faconti L, Cruickshank JK, Webb AJ.","Br J Clin Pharmacol. 2019 May;85(5):1037-1038. doi: 10.1111/bcp.13890. Epub 2019 Mar 4.","Faconti L","Br J Clin Pharmacol","2019","2019/03/06","PMC6475683","","10.1111/bcp.13890"
"30819737","Financial cuts limit numbers going under the knife in plastic surgery","Henry N, Radotra I, Khalil S, Farroha A.","Br J Gen Pract. 2019 Mar;69(680):120. doi: 10.3399/bjgp19X701465.","Henry N","Br J Gen Pract","2019","2019/03/02","PMC6400625","","10.3399/bjgp19X701465"
"30801042","Paediatric pain education for health care professionals","Hurley-Wallace A, Wood C, Franck LS, Howard RF, Liossi C.","Pain Rep. 2018 Nov 27;4(1):e701. doi: 10.1097/PR9.0000000000000701. eCollection 2019 Jan-Feb.","Hurley-Wallace A","Pain Rep","2018","2019/02/26","PMC6370141","","10.1097/PR9.0000000000000701"
"30792179","Patient relevant outcomes of unicompartmental versus total knee replacement: systematic review and meta-analysis","Wilson HA, Middleton R, Abram SGF, Smith S, Alvand A, Jackson WF, Bottomley N, Hopewell S, Price AJ.","BMJ. 2019 Feb 21;364:l352. doi: 10.1136/bmj.l352.","Wilson HA","BMJ","2019","2019/02/23","PMC6383371","","10.1136/bmj.l352"
"30791668","Modifying a Paediatric Rational Prescribing Tool (POPI) for Use in the UK","Corrick F, Choonara I, Conroy S, Sammons H.","Healthcare (Basel). 2019 Feb 20;7(1):33. doi: 10.3390/healthcare7010033.","Corrick F","Healthcare (Basel)","2019","2019/02/23","PMC6473318","","10.3390/healthcare7010033"
"30790634","The effectiveness of hypnosis for pain relief: A systematic review and meta-analysis of 85 controlled experimental trials","Thompson T, Terhune DB, Oram C, Sharangparni J, Rouf R, Solmi M, Veronese N, Stubbs B.","Neurosci Biobehav Rev. 2019 Apr;99:298-310. doi: 10.1016/j.neubiorev.2019.02.013. Epub 2019 Feb 18.","Thompson T","Neurosci Biobehav Rev","2019","2019/02/22","","","10.1016/j.neubiorev.2019.02.013"
"30788097","Laryngeal ulceration in Behçet's disease: the role of centres of excellence in the UK","Ghazal Asswad R, Harrison A, Hans PS, Buzatu C.","J Surg Case Rep. 2019 Feb 8;2019(2):rjz017. doi: 10.1093/jscr/rjz017. eCollection 2019 Feb.","Ghazal Asswad R","J Surg Case Rep","2019","2019/02/22","PMC6368132","","10.1093/jscr/rjz017"
"30785318","Technology and Pregnancy","Yamamoto JM, Murphy HR.","Diabetes Technol Ther. 2019 Feb;21(S1):S101-S111. doi: 10.1089/dia.2019.2508.","Yamamoto JM","Diabetes Technol Ther","2019","2019/02/21","","","10.1089/dia.2019.2508"
"30767575","What's important in AAC decision making for children? Evidence from a best-worst scaling survey","Webb EJD, Meads D, Lynch Y, Randall N, Judge S, Goldbart J, Meredith S, Moulam L, Hess S, Murray J.","Augment Altern Commun. 2019 Jun;35(2):80-94. doi: 10.1080/07434618.2018.1561750. Epub 2019 Feb 15.","Webb EJD","Augment Altern Commun","2019","2019/02/16","","","10.1080/07434618.2018.1561750"
